Country,Date,Confirmed,Recovered,Deaths,Active
France,2020-08-17,244761,72072,30302,142387
France,2020-08-18,246821,72003,30323,144495
France,2020-08-19,250539,71945,30340,148254
France,2020-08-20,255214,71868,30351,152995
France,2020-08-21,259717,72535,30374,156808
France,2020-08-22,263129,72600,30382,160147
France,2020-08-23,267589,72623,30382,164584
France,2020-08-24,269452,72793,30397,166262
France,2020-08-25,272643,73082,30416,169145
France,2020-08-26,272643,73020,30416,169207
France,2020-08-27,283698,73433,30448,179817
France,2020-08-28,290929,73501,30465,186963
France,2020-08-29,296265,73279,30471,192515
France,2020-08-30,301554,73279,30474,197801
France,2020-08-31,304349,73537,30501,200311
France,2020-09-01,309247,73727,30525,204995
France,2020-09-02,316047,73946,30547,211554
France,2020-09-03,322935,74156,30564,218215
France,2020-09-04,331578,74377,30542,226659
France,2020-09-05,340013,73866,30553,235594
France,2020-09-06,346921,73866,30555,242500
France,2020-09-07,351017,74223,30578,246216
France,2020-09-08,357473,74569,30616,252288
France,2020-09-09,365025,74867,30643,259515
France,2020-09-10,374586,74991,30661,268934
France,2020-09-11,383854,75308,30740,277806
France,2020-09-12,394270,75308,30757,288205
France,2020-09-13,400533,75308,30761,294464
France,2020-09-14,406609,75139,30795,300675
France,2020-09-15,414196,75477,30844,307875
France,2020-09-16,423924,75921,30889,317114
France,2020-09-17,433871,75880,30936,327055
France,2020-09-18,446961,76583,31090,339288
France,2020-09-19,460328,76583,31115,352630
France,2020-09-20,470864,76583,31126,363155
France,2020-09-21,476162,77254,31179,367729
France,2020-09-22,485929,77757,31256,376916
France,2020-09-23,497914,77757,31283,388874
France,2020-09-24,513732,77214,31333,405185
France,2020-09-25,529501,77692,31483,420326
France,2020-09-26,543688,77692,31522,434474
France,2020-09-27,554304,77692,31549,445063
France,2020-09-28,558374,77846,31630,448898
France,2020-09-29,566196,78678,31701,455817
France,2020-09-30,578769,79128,31761,467880
France,2020-10-01,591783,79578,31817,480388
France,2020-10-02,603920,80061,31952,491907
France,2020-10-03,620330,80061,31977,508292
France,2020-10-04,632834,80061,32009,520764
France,2020-10-05,637918,80394,32078,525446
France,2020-10-06,648116,80933,32143,535040
France,2020-10-07,666849,81431,32222,553196
France,2020-10-08,684164,81886,32295,569983
France,2020-10-09,704478,81763,32404,590311
France,2020-10-10,731155,81739,32439,616977
France,2020-10-11,747092,81739,32485,632868
France,2020-10-12,755597,82402,32580,640615
France,2020-10-13,768380,83544,32687,652149
France,2020-10-14,790959,84266,32791,673902
France,2020-10-15,820685,84933,32876,702876
France,2020-10-16,845740,85035,33054,727651
France,2020-10-17,877840,85008,33127,759705
France,2020-10-18,907677,85008,33212,789457
France,2020-10-19,920916,86234,33358,801324
France,2020-10-20,941085,87138,33620,820327
France,2020-10-21,967717,87951,33782,845984
France,2020-10-22,1008483,88898,33936,885649
France,2020-10-23,1050468,89600,34234,926634
France,2020-10-24,1095708,89600,34370,971738
France,2020-10-25,1102262,89600,34349,978313
France,2020-10-26,1174279,91461,34732,1048086
France,2020-10-27,1207430,92830,35253,1079347
France,2020-10-28,1243855,94048,35496,1114311
France,2020-10-29,1290446,95358,35728,1159360
France,2020-10-30,1339640,96604,36273,1206763
France,2020-10-31,1374691,97475,36495,1240721
France,2020-11-01,1420870,98044,36726,1286100
France,2020-11-02,1525184,98044,37142,1389998
France,2020-11-03,1597139,98044,38414,1460681
France,2020-11-04,1549838,100531,38376,1410931
France,2020-11-05,1607147,104095,38730,1464322
France,2020-11-06,1667604,105650,39558,1522396
France,2020-11-07,1754202,107259,39861,1607082
France,2020-11-08,1792764,107935,40131,1644698
France,2020-11-09,1812919,109056,40679,1663184
France,2020-11-10,1834515,111241,41897,1681377
France,2020-11-11,1870380,113017,42225,1715138
France,2020-11-12,1902644,114275,42640,1745729
France,2020-11-13,1926314,115928,43572,1766814
France,2020-11-14,1958235,117913,43925,1796397
France,2020-11-15,1985427,118583,44227,1822617
France,2020-11-16,1994728,119653,44733,1830342
France,2020-11-17,2039938,121925,45950,1872063
France,2020-11-18,2068297,124164,46375,1897758
France,2020-11-19,2088784,126342,46792,1915650
France,2020-11-20,2111646,128294,47930,1935422
France,2020-11-21,2129287,129218,48182,1951887
France,2020-11-22,2142417,129722,48396,1964299
France,2020-11-23,2146869,130633,48896,1967340
France,2020-11-24,2155722,132720,49900,1973102
France,2020-11-25,2171967,134593,50281,1987093
France,2020-11-26,2184846,136277,50610,1997959
France,2020-11-27,2197283,137956,51567,2007760
France,2020-11-28,2209739,138666,51779,2019294
France,2020-11-29,2219502,138956,51977,2028569
France,2020-11-30,2223393,139810,52383,2031200
France,2020-12-01,2231344,141558,53158,2036628
France,2020-12-02,2245324,143092,53468,2048764
France,2020-12-03,2257894,144469,53791,2059634
France,2020-12-04,2269080,145324,54418,2069338
France,2020-12-05,2281889,146330,54630,2080929
France,2020-12-06,2292838,146558,54804,2091476
France,2020-12-07,2296249,147257,55170,2093822
France,2020-12-08,2309760,148840,56001,2104919
France,2020-12-09,2324300,150219,56294,2117787
France,2020-12-10,2337594,151630,56584,2129380
France,2020-12-11,2350923,152555,57211,2141157
France,2020-12-12,2364740,152555,57404,2154781
France,2020-12-13,2376228,153659,57554,2165015
France,2020-12-14,2379291,154311,57925,2167055
France,2020-12-15,2390419,155751,58712,2175956
France,2020-12-16,2407983,156975,59001,2192007
France,2020-12-17,2426063,158170,59259,2208634
France,2020-12-18,2441737,159138,59869,2222730
France,2020-12-19,2458839,160053,60056,2238730
France,2020-12-20,2471458,160288,60186,2250984
France,2020-12-21,2477255,160946,60537,2255772
France,2020-12-22,2488889,162540,61339,2265010
France,2020-12-23,2503693,163754,61614,2278325
France,2020-12-24,2525234,165121,61904,2298209
France,2020-12-25,2545358,165650,62063,2317645
France,2020-12-26,2548388,165923,62209,2320256
France,2020-12-27,2556621,166146,62382,2328093
France,2020-12-28,2559575,166927,62745,2329903
France,2020-12-29,2570767,168011,63713,2339043
France,2020-12-30,2597124,169250,64016,2363858
France,2020-12-31,2616902,170426,64267,2382209
France,2021-01-01,2636045,170896,64399,2400750
France,2021-01-02,2639404,171169,64555,2403680
France,2021-01-03,2651893,171381,64671,2415841
France,2021-01-04,2655915,172032,65049,2418834
France,2021-01-05,2676195,173498,65915,2436782
France,2021-01-06,2701215,174751,66197,2460267
France,2021-01-07,2722728,174751,66472,2481505
France,2021-01-08,2742349,177157,67062,2498130
France,2021-01-09,2762120,178036,67229,2516855
France,2021-01-10,2777921,178300,67380,2532241
France,2021-01-11,2781503,178943,67690,2534870
France,2021-01-12,2800770,180261,68431,2552078
France,2021-01-13,2824473,181543,68660,2574270
France,2021-01-14,2845701,182673,68942,2594086
France,2021-01-15,2866413,183719,69576,2613118
France,2021-01-16,2887532,183719,69766,2634047
France,2021-01-17,2903975,184991,69906,2649078
France,2021-01-18,2907711,185848,70309,2651554
France,2021-01-19,2931050,187464,70963,2672623
France,2021-01-20,2957547,188890,71273,2697384
France,2021-01-21,2979915,190186,71619,2718110
France,2021-01-22,3002910,191262,72268,2739380
France,2021-01-23,3026320,192165,72497,2761658
France,2021-01-24,3044358,192405,72668,2779285
France,2021-01-25,3048598,193148,73113,2782337
France,2021-01-26,3070458,194592,73725,2802141
France,2021-01-27,3097374,196010,74075,2827289
France,2021-01-28,3120634,196010,74418,2850206
France,2021-01-29,3143417,198614,75238,2869565
France,2021-01-30,3167274,199303,75478,2892493
France,2021-01-31,3186354,199589,75673,2911092
France,2021-02-01,3190701,200492,76128,2914081
France,2021-02-02,3213360,202069,76852,2934439
France,2021-02-03,3239256,203645,77209,2958402
France,2021-02-04,3238798,203645,77205,2957948
France,2021-02-05,3284085,206481,78211,2999393
France,2021-02-06,3303273,207625,78401,3017247
France,2021-02-07,3322988,207909,78572,3036507
France,2021-02-08,3327305,208925,79030,3039350
France,2021-02-09,3345558,210649,79752,3055157
France,2021-02-10,3370645,211765,80045,3078835
France,2021-02-11,3390952,213405,80404,3097143
France,2021-02-12,3410996,213405,81046,3116545
France,2021-02-13,3431805,213405,81244,3137156
France,2021-02-14,3447518,213405,81405,3152708
France,2021-02-15,3451894,217180,81817,3152897
France,2021-02-16,3471268,218890,82399,3169979
France,2021-02-17,3495775,219862,82705,3193208
France,2021-02-18,3517177,221252,82975,3212950
France,2021-02-19,3541282,221252,83542,3236488
France,2021-02-20,3562707,221252,83693,3257762
France,2021-02-21,3584326,221252,83852,3279222
France,2021-02-22,3588972,224657,84185,3280130
France,2021-02-23,3608271,226208,84610,3297453
France,2021-02-24,3639501,226881,84884,3327736
France,2021-02-25,3664050,228299,85141,3350610
France,2021-02-26,3689034,228299,85676,3375059
France,2021-02-27,3712474,228299,85858,3398317
France,2021-02-28,3732426,228299,85980,3418147
France,2021-03-01,3736390,231815,86347,3418228
France,2021-03-02,3759247,232638,86764,3439845
France,2021-03-03,3785326,234034,87079,3464213
France,2021-03-04,3810605,235435,87372,3487798
France,2021-03-05,3833572,236664,87796,3509112
France,2021-03-06,3856182,237654,87958,3530570
France,2021-03-07,3878007,238040,88088,3551879
France,2021-03-08,3883334,238841,88444,3556049
France,2021-03-09,3906363,239851,88811,3577701
France,2021-03-10,3935990,241331,89142,3605517
France,2021-03-11,3963156,242745,89395,3631016
France,2021-03-12,3988194,243990,89618,3654586
France,2021-03-13,4017844,244927,89787,3683130
France,2021-03-14,4043769,245272,89927,3708570
France,2021-03-15,4050010,246083,90252,3713675
France,2021-03-16,4080012,247672,90660,3741680
France,2021-03-17,4117650,247672,90885,3779093
France,2021-03-18,4152604,250575,91148,3810881
France,2021-03-19,4187630,250575,91433,3845622
France,2021-03-20,4222935,251238,91600,3880097
France,2021-03-21,4252919,251238,91737,3909944
France,2021-03-22,4268711,253477,92080,3923154
France,2021-03-23,4283389,254144,92367,3936878
France,2021-03-24,4347614,254144,92594,4000876
France,2021-03-25,4393255,257244,92819,4043192
France,2021-03-26,4434884,258699,93714,4082471
France,2021-03-27,4477503,259987,93904,4123612
France,2021-03-28,4513685,260389,94028,4159268
France,2021-03-29,4522779,261447,94388,4166944
France,2021-03-30,4553481,262669,94769,4196043
France,2021-03-31,4611392,264511,95052,4251829
France,2021-04-01,4661841,266039,95356,4300446
France,2021-04-02,4708648,267607,95683,4345358
France,2021-04-03,4707488,267607,95861,4344020
France,2021-04-04,4788117,269497,96046,4422574
France,2021-04-05,4799078,269937,96243,4432898
France,2021-04-06,4807123,269989,96672,4440462
France,2021-04-07,4807123,269989,97080,4440054
France,2021-04-08,4903965,274401,97422,4532142
France,2021-04-09,4903965,274401,97746,4531818
France,2021-04-10,4903965,274401,97942,4531622
France,2021-04-11,5021865,278477,98118,4645270
France,2021-04-12,5030401,279624,98503,4652274
France,2021-04-13,5068534,280958,98836,4688740
France,2021-04-14,5111882,283059,99133,4729690
France,2021-04-15,5149776,284943,99427,4765406
France,2021-04-16,5186109,286830,99758,4799521
France,2021-04-17,5221888,288182,99947,4833759
France,2021-04-18,5249622,288664,100075,4860883
France,2021-04-19,5256318,289796,100522,4866000
France,2021-04-20,5300321,291009,100909,4908403
France,2021-04-21,5334144,292859,101215,4940070
France,2021-04-22,5367544,294716,101498,4971330
France,2021-04-23,5399600,296453,101830,5001317
France,2021-04-24,5432085,297886,102046,5032153
France,2021-04-25,5456417,298410,102190,5055817
France,2021-04-26,5460793,299611,102567,5058615
France,2021-04-27,5490025,300619,102907,5086499
France,2021-04-28,5521227,302323,103219,5115685
France,2021-04-29,5547670,304042,103525,5140103
France,2021-04-30,5571804,305692,103815,5162297
France,2021-05-01,5597295,307039,104007,5186249
France,2021-05-02,5605532,307500,104093,5193939
France,2021-05-03,5609292,308493,104404,5196395
France,2021-05-04,5633509,309118,104658,5219733
France,2021-05-05,5658254,311037,104900,5242317
France,2021-05-06,5679730,312621,105119,5261990
France,2021-05-07,5698706,314146,105370,5279190
France,2021-05-08,5718165,315324,105530,5297311
France,2021-05-09,5727293,315726,105645,5305922
France,2021-05-10,5730585,316648,105937,5308000
France,2021-05-11,5750098,316468,106186,5327444
France,2021-05-12,5770128,317958,106350,5345820
France,2021-05-13,5789589,319025,106481,5364083
France,2021-05-14,5796058,319798,106652,5369608
France,2021-05-15,5811711,320711,106764,5384236
France,2021-05-16,5825659,321026,106845,5397788
France,2021-05-17,5829009,321874,107041,5400094
France,2021-05-18,5845010,323205,107256,5414549
France,2021-05-19,5863138,324444,107390,5431304
France,2021-05-20,5514022,324444,107522,5082056
France,2021-05-21,5526555,324444,107645,5094466
France,2021-05-22,5538938,324444,107732,5106762
France,2021-05-23,5547914,324444,107789,5115681
France,2021-05-24,5550143,327886,107851,5114406
France,2021-05-25,5552977,327636,108071,5117270
France,2021-05-26,5564217,328943,108201,5127073
France,2021-05-27,5578150,329920,108343,5139887
France,2021-05-28,5588981,331006,108466,5149509
France,2021-05-29,5600353,331686,108534,5160133
France,2021-05-30,5608347,331911,108576,5167860
France,2021-05-31,5609558,332474,108700,5168384
France,2021-06-01,5619133,333397,108834,5176902
France,2021-06-02,5619133,333397,108913,5176823
France,2021-06-03,5634526,334930,108982,5190614
France,2021-06-04,5641296,335715,109069,5196512
France,2021-06-05,5647950,336178,109126,5202646
France,2021-06-06,5652705,336313,109144,5207248
France,2021-06-07,5653678,336806,109208,5207664
France,2021-06-08,5659478,335174,109278,5215026
France,2021-06-09,5663717,335947,109331,5218439
France,2021-06-10,5667993,336579,109398,5222016
France,2021-06-11,5671864,337201,109472,5225191
France,2021-06-12,5675604,337566,109503,5228535
France,2021-06-13,5678209,337668,109509,5231032
France,2021-06-14,5678893,338034,109572,5231287
France,2021-06-15,5681846,337467,109649,5234730
France,2021-06-16,5683536,337995,109685,5235856
France,2021-06-17,5685387,338555,109741,5237091
France,2021-06-18,5688557,339027,109808,5239722
France,2021-06-19,5691181,339290,109830,5242061
France,2021-06-20,5692996,339339,109844,5243813
France,2021-06-21,5692968,339638,109878,5243452
France,2021-06-22,5694975,338834,109928,5246213
France,2021-06-23,5696069,339232,109955,5246882
France,2021-06-24,5698076,339701,109999,5248376
France,2021-06-25,5699818,340005,110032,5249781
France,2021-06-26,5701946,340230,110044,5251672
France,2021-06-27,5703524,340293,110061,5253170
France,2021-06-28,5703780,340555,110105,5253120
France,2021-06-29,5705863,340876,110138,5254849
France,2021-06-30,5707142,340159,110161,5256822
France,2021-07-01,5709806,340446,110190,5259170
France,2021-07-02,5712276,340724,110213,5261339
France,2021-07-03,5715282,340889,110230,5264163
France,2021-07-04,5717831,340920,110239,5266672
France,2021-07-05,5718270,341121,110270,5266879
France,2021-07-06,5720593,340385,110297,5269911
France,2021-07-07,5724395,340586,110319,5273490
France,2021-07-08,5728837,340816,110344,5277677
France,2021-07-09,5733214,341046,110360,5281808
France,2021-07-10,5737910,341218,110379,5286313
France,2021-07-11,5742166,341237,110383,5290546
France,2021-07-12,5742783,341520,110406,5290857
France,2021-07-13,5749593,340616,110456,5298521
France,2021-07-14,5749593,340616,110450,5298527
France,2021-07-15,5760374,340929,110464,5308981
France,2021-07-16,5771282,341209,110486,5319587
France,2021-07-17,5782231,341351,110502,5330378
France,2021-07-18,5794763,341381,110507,5342875
France,2021-07-19,5796453,341615,110519,5344319
France,2021-07-20,5814442,340769,110548,5363125
France,2021-07-21,5834523,341053,110558,5382912
France,2021-07-22,5856432,341358,110569,5404505
France,2021-07-23,5875702,341672,110605,5423425
France,2021-07-24,5901326,341848,110627,5448851
France,2021-07-25,5916568,341877,110633,5464058
France,2021-07-26,5919170,342182,110670,5466318
France,2021-07-27,5946041,342647,110695,5492699
France,2021-07-28,5971078,341160,110728,5519190
France,2021-07-29,5996132,341577,110751,5543804
France,2021-07-30,6020331,342009,110813,5567509
France,2021-07-31,6043802,342374,110856,5590572
France,2021-08-01,6063402,342482,110874,5610046
France,2021-08-02,6063402,342482,110897,5610023
France,2021-08-03,6084067,341758,110941,5631368
France,2021-08-04,6111503,342253,110972,5658278
France,2021-08-05,6137948,0,111024,6026924
France,2021-08-06,6161967,0,111077,6050890
France,2021-08-07,6187722,0,111109,6076613
France,2021-08-08,6208172,0,111137,6097035
France,2021-08-09,6211471,0,111198,6100273
France,2021-08-10,6232682,0,111247,6121435
France,2021-08-11,6260194,0,111289,6148905
France,2021-08-12,6288585,0,111365,6177220
France,2021-08-13,6314823,0,111454,6203369
France,2021-08-14,6339250,0,111507,6227743
France,2021-08-15,6360422,0,111551,6248871
France,2021-08-16,6366015,0,111576,6254439
France,2021-08-17,6378738,0,111659,6267079
France,2021-08-18,6406369,0,111761,6294608
France,2021-08-19,6430319,0,111890,6318429
France,2021-08-20,6450822,0,111941,6338881
France,2021-08-21,6473458,0,112070,6361388
France,2021-08-22,6490758,0,112185,6378573
France,2021-08-23,6492581,0,112247,6380334
France,2021-08-24,6517026,0,112362,6404664
France,2021-08-25,6537883,0,112430,6425453
France,2021-08-26,6557287,0,112551,6444736
France,2021-08-27,6557287,0,112650,6444637
France,2021-08-28,6591438,0,112604,6478834
France,2021-08-29,6605068,0,112657,6492411
France,2021-08-30,6605068,0,112694,6492374
France,2021-08-31,6605068,0,112824,6492244
France,2021-09-01,6635813,0,112905,6522908
France,2021-09-02,6649966,0,113014,6536952
France,2021-09-03,6662874,0,113042,6549832
France,2021-09-04,6676210,0,113125,6563085
France,2021-09-05,6686620,0,113174,6573446
France,2021-09-06,6688909,0,113291,6575618
France,2021-09-07,6702711,0,113385,6589326
France,2021-09-08,6702711,0,113385,6589326
France,2021-09-09,6720301,0,113475,6606826
France,2021-09-10,6730199,0,113569,6616630
France,2021-09-11,6739800,0,113615,6626185
France,2021-09-12,6747479,0,113644,6633835
France,2021-09-13,6748770,0,113711,6635059
France,2021-09-14,6759097,0,113805,6645292
France,2021-09-15,6759097,0,113805,6645292
France,2021-09-16,6771911,0,113836,6658075
France,2021-09-17,6778846,0,113923,6664923
France,2021-09-18,6786260,0,113965,6672295
France,2021-09-19,6792074,0,113993,6678081
France,2021-09-20,6792074,0,113993,6678081
France,2021-09-21,6798722,0,114097,6684625
France,2021-09-22,6805130,0,114148,6690982
France,2021-09-23,6810965,0,114209,6696756
France,2021-09-24,6816844,0,114262,6702582
France,2021-09-25,6822060,0,114262,6707798
France,2021-09-26,6826766,0,114276,6712490
France,2021-09-27,6827408,0,114347,6713061
France,2021-09-28,6834025,0,114394,6719631
France,2021-09-29,6838988,0,114430,6724558
France,2021-09-30,6843836,0,114491,6729345
France,2021-10-01,6848693,0,114538,6734155
France,2021-10-02,6853641,0,114568,6739073
France,2021-10-03,6857385,0,114577,6742808
France,2021-10-04,6857921,0,114620,6743301
France,2021-10-05,6862305,0,114660,6747645
France,2021-10-06,6865914,0,114679,6751235
France,2021-10-07,6870807,0,114712,6756095
France,2021-10-08,6874967,0,114750,6760217
France,2021-10-09,6879701,0,114765,6764936
France,2021-10-10,6883692,0,114773,6768919
France,2021-10-11,6884812,0,114808,6770004
France,2021-10-12,6890619,0,114860,6775759
France,2021-10-13,6890619,0,114860,6775759
France,2021-10-14,6899839,0,114887,6784952
France,2021-10-15,6905628,0,114921,6790707
France,2021-10-16,6910527,0,114936,6795591
France,2021-10-17,6914305,0,114941,6799364
France,2021-10-18,6915362,0,114987,6800375
France,2021-10-19,6920457,0,115001,6805456
France,2021-10-20,6926248,0,115024,6811224
France,2021-10-21,6932261,0,115061,6817200
France,2021-10-22,6937872,0,115084,6822788
France,2021-10-23,6944163,0,115107,6829056
France,2021-10-24,6949168,0,115111,6834057
France,2021-10-25,6950451,0,115154,6835297
France,2021-10-26,6956491,0,115182,6841309
France,2021-10-27,6963019,0,115215,6847804
France,2021-10-28,6968918,0,115243,6853675
France,2021-10-29,6975016,0,115260,6859756
France,2021-10-30,6982376,0,115282,6867094
France,2021-10-31,6988705,0,115294,6873411
France,2021-11-01,6990332,0,115296,6875036
France,2021-11-02,6992339,0,115383,6876956
France,2021-11-03,7002389,0,115418,6886971
France,2021-11-04,7011068,0,115457,6895611
France,2021-11-05,7019847,0,115481,6904366
France,2021-11-06,7029452,0,115506,6913946
France,2021-11-07,7037999,0,115516,6922483
France,2021-11-08,7039756,0,115558,6924198
France,2021-11-09,7051795,0,115597,6936198
France,2021-11-10,7062794,0,115630,6947164
France,2021-11-11,7075244,0,115643,6959601
France,2021-11-12,7079005,0,115691,6963314
France,2021-11-13,7093651,0,115707,6977944
France,2021-11-14,7106147,0,115724,6990423
France,2021-11-15,7109125,0,115795,6993330
France,2021-11-16,7128903,0,115842,7013061
France,2021-11-17,7149118,0,115898,7033220
France,2021-11-18,7168026,0,115947,7052079
France,2021-11-19,7188721,0,115994,7072727
France,2021-11-20,7211399,0,116017,7095382
France,2021-11-21,7231148,0,116032,7115116
France,2021-11-22,7235966,0,116127,7119839
France,2021-11-23,7266361,0,116210,7150151
France,2021-11-24,7296757,0,116289,7180468
France,2021-11-25,7330086,0,116356,7213730
France,2021-11-26,7364380,0,116416,7247964
France,2021-11-27,7401437,0,116448,7284989
France,2021-11-28,7433018,0,116469,7316549
France,2021-11-29,7441297,0,116591,7324706
France,2021-11-30,7486179,0,116702,7369477
France,2021-12-01,7535587,0,116793,7418794
France,2021-12-02,7583957,0,116895,7467062
France,2021-12-03,7633529,0,117016,7516513
France,2021-12-04,7684993,0,117064,7567929
France,2021-12-05,7727146,0,117091,7610055
France,2021-12-06,7738424,0,117283,7621141
France,2021-12-07,7794665,0,117447,7677218
France,2021-12-08,7855841,0,117579,7738262
France,2021-12-09,7912490,0,117706,7794784
France,2021-12-10,7967415,0,117851,7849564
France,2021-12-11,8021334,0,117918,7903416
France,2021-12-12,8065182,0,117966,7947216
France,2021-12-13,8076647,0,118201,7958446
France,2021-12-14,8136637,0,118357,8018280
France,2021-12-15,8202064,0,118504,8083560
France,2021-12-16,8262620,0,118676,8143944
France,2021-12-17,8320607,0,118836,8201771
France,2021-12-18,8379143,0,118921,8260222
France,2021-12-19,8427616,0,118996,8308620
France,2021-12-20,8442487,0,119212,8323275
France,2021-12-21,8515067,0,119439,8395628
France,2021-12-22,8599161,0,119608,8479553
France,2021-12-23,8685716,0,119773,8565943
France,2021-12-24,8779840,0,119940,8659900
France,2021-12-25,8884451,0,120024,8764427
France,2021-12-26,8912148,0,120120,8792028
France,2021-12-27,8941762,0,120365,8821397
France,2021-12-28,9121078,0,120659,9000419
France,2021-12-29,9323371,0,120832,9202539
France,2021-12-30,9529614,0,121012,9408602
France,2021-12-31,9761814,0,121201,9640613
France,2022-01-01,9980940,0,121311,9859629
France,2022-01-02,10039372,0,121402,9917970
France,2022-01-03,10106833,0,121672,9985161
France,2022-01-04,10371017,0,122014,10249003
France,2022-01-05,10693911,0,122250,10571661
France,2022-01-06,10952698,0,122454,10830244
France,2022-01-07,11275841,0,122640,11153201
France,2022-01-08,11579510,0,122782,11456728
France,2022-01-09,11875607,0,122872,11752735
France,2022-01-10,11963184,0,123151,11840033
France,2022-01-11,12322734,0,123490,12199244
France,2022-01-12,12655210,0,123714,12531496
France,2022-01-13,12956857,0,123938,12832919
France,2022-01-14,13279505,0,124129,13155376
France,2022-01-15,13604085,0,124277,13479808
France,2022-01-16,13882214,0,124358,13757856
France,2022-01-17,13971316,0,124654,13846662
France,2022-01-18,14432833,0,125029,14307804
France,2022-01-19,14864061,0,125029,14739032
France,2022-01-20,15254588,0,125462,15129126
France,2022-01-21,15652063,0,125690,15526373
France,2022-01-22,16041383,0,125857,15915526
France,2022-01-23,16342997,0,125972,16217025
France,2022-01-24,16446852,0,126358,16320494
France,2022-01-25,16948487,0,126825,16821662
France,2022-01-26,17310548,0,127032,17183516
France,2022-01-27,17696796,0,127295,17569501
France,2022-01-28,18048584,0,127557,17921027
France,2022-01-29,18380982,0,127735,18253247
France,2022-01-30,18630430,0,127862,18502568
France,2022-01-31,18713087,0,128210,18584877
France,2022-02-01,19112755,0,128567,18984188
France,2022-02-02,19378646,0,128804,19249842
France,2022-02-03,19649274,0,129058,19520216
France,2022-02-04,19890150,0,129411,19760739
France,2022-02-05,20104692,0,129581,19975111
France,2022-02-06,20260131,0,129710,20130421
France,2022-02-07,20303662,0,130125,20173537
France,2022-02-08,20538622,0,130816,20407806
France,2022-02-09,20504667,0,130779,20373888
France,2022-02-10,20834193,0,131421,20702772
France,2022-02-11,20957064,0,131672,20825392
France,2022-02-12,21075675,0,131833,20943842
France,2022-02-13,21162237,0,131940,21030297
France,2022-02-14,21186090,0,132323,21053767
France,2022-02-15,21186090,0,132323,21053767
France,2022-02-16,21397630,0,132932,21264698
France,2022-02-17,21489937,0,133219,21356718
France,2022-02-18,21572490,0,133523,21438967
France,2022-02-19,21649042,0,133670,21515372
France,2022-02-20,21708045,0,133671,21574374
France,2022-02-21,21717576,0,133671,21583905
France,2022-02-22,21801326,0,134292,21667034
France,2022-02-23,21866657,0,134493,21732164
France,2022-02-24,21933357,0,134772,21798585
France,2022-02-25,21991477,0,134960,21856517
France,2022-02-26,22045100,0,135061,21910039
France,2022-02-27,22087700,0,135137,21952563
France,2022-02-28,22098808,0,135360,21963448
France,2022-03-01,22166213,0,135520,22030693
France,2022-03-02,22223910,0,135706,22088204
France,2022-03-03,22282571,0,135885,22146686
France,2022-03-04,22340070,0,136065,22204005
France,2022-03-05,22393748,0,136185,22257563
France,2022-03-06,22439076,0,136217,22302859
France,2022-03-07,22450311,0,136391,22313920
France,2022-03-08,22530160,0,136539,22393621
France,2022-03-09,22599285,0,136694,22462591
France,2022-03-10,22668331,0,136798,22531533
France,2022-03-11,22741033,0,136947,22604086
France,2022-03-12,22811557,0,136997,22674560
France,2022-03-13,22870593,0,137025,22733568
France,2022-03-14,22889446,0,137210,22752236
France,2022-03-15,22995380,0,137342,22858038
France,2022-03-16,23101166,0,137515,22963651
France,2022-03-17,23201324,0,137630,23063694
France,2022-03-18,23297675,0,137739,23159936
France,2022-03-19,23395779,0,137801,23257978
France,2022-03-20,23477062,0,137831,23339231
France,2022-03-21,23496196,0,137978,23358218
France,2022-03-22,23676973,0,138111,23538862
France,2022-03-23,23822533,0,138212,23684321
France,2022-03-24,23962674,0,138323,23824351
France,2022-03-25,24101868,0,138443,23963425
France,2022-03-26,24241385,0,138510,24102875
France,2022-03-27,24351559,0,138551,24213008
France,2022-03-28,24376241,0,138695,24237546
France,2022-03-29,24583965,0,138852,24445113
France,2022-03-30,24751850,0,139000,24612850
France,2022-03-31,24921161,0,139139,24782022
France,2022-04-01,25068545,0,139272,24929273
France,2022-04-02,25200659,0,139340,25061319
France,2022-04-03,25302925,0,139371,25163554
France,2022-04-04,25330573,0,139520,25191053
France,2022-04-05,25529204,0,139640,25389564
France,2022-04-06,25679132,0,139755,25539377
France,2022-04-07,25837924,0,139860,25698064
France,2022-04-08,25985800,0,139999,25845801
France,2022-04-09,26127490,0,140086,25987404
France,2022-04-10,26235144,0,140131,26095013
France,2022-04-11,26256894,0,140307,26116587
France,2022-04-12,26447656,0,140466,26307190
France,2022-04-13,26581294,0,140607,26440687
France,2022-04-14,26718636,0,140740,26577896
France,2022-04-15,26844030,0,140891,26703139
France,2022-04-16,26955613,0,140952,26814661
France,2022-04-17,27042263,0,140987,26901276
France,2022-04-18,27062073,0,141035,26921038
France,2022-04-19,27083370,0,141216,26942154
France,2022-04-20,27239081,0,141443,27097638
France,2022-04-21,27343088,0,141628,27201460
France,2022-04-22,27416764,0,141763,27275001
France,2022-04-23,27497335,0,141838,27355497
France,2022-04-24,27556289,0,141878,27414411
France,2022-04-25,27567552,0,142074,27425478
France,2022-04-26,27665050,0,142244,27522806
France,2022-04-27,27719872,0,142389,27577483
France,2022-04-28,27779632,0,142521,27637111
France,2022-04-29,27829894,0,142678,27687216
France,2022-04-30,27879376,0,142739,27736637
France,2022-05-01,27916102,0,142771,27773331
France,2022-05-02,27924839,0,142951,27781888
France,2022-05-03,27978577,0,143062,27835515
